Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Sigmoïde;OR;198;0,322287;155100;
Sigmoïde;OR;199;0,319309;167600;
Sigmoïde;OR;200;0,316374;156800;
Sigmoïde;OR;201;0,313480;169900;
Sigmoïde;OR;202;0,310627;158000;
Sigmoïde;OR;203;0,307814;179400;
Sigmoïde;OR;204;0,305041;162300;
Sigmoïde;OR;205;0,302306;164500;
Sigmoïde;OR;206;0,299609;161200;
Sigmoïde;OR;207;0,296949;157900;
Sigmoïde;OR;208;0,294325;162600;
Sigmoïde;OR;209;0,291737;166000;
Sigmoïde;OR;210;0,289184;167800;
Sigmoïde;OR;211;0,286666;161500;
Sigmoïde;OR;212;0,284181;165600;
Sigmoïde;OR;213;0,281729;168900;
Sigmoïde;OR;214;0,279309;163600;
Sigmoïde;OR;215;0,276922;181400;
Sigmoïde;OR;216;0,274565;167000;
Sigmoïde;OR;217;0,272240;172300;
Sigmoïde;OR;218;0,269944;172400;
Sigmoïde;OR;219;0,267678;173800;
Sigmoïde;OR;220;0,265442;171500;
Sigmoïde;OR;221;0,263233;224900;
Sigmoïde;OR;222;0,261053;292200;
Sigmoïde;OR;223;0,258901;286900;
Sigmoïde;OR;224;0,256775;295200;
Sigmoïde;OR;225;0,254676;275300;
Sigmoïde;OR;226;0,252603;260100;
Sigmoïde;OR;227;0,250556;282800;
Sigmoïde;OR;228;0,248534;272900;
Sigmoïde;OR;229;0,246537;260500;
Sigmoïde;OR;230;0,244564;261300;
Sigmoïde;OR;231;0,242615;259100;
Sigmoïde;OR;232;0,240690;287400;
Sigmoïde;OR;233;0,238788;268800;
Sigmoïde;OR;234;0,236909;268900;
Sigmoïde;OR;235;0,235052;222000;
Sigmoïde;OR;236;0,233217;179000;
Sigmoïde;OR;237;0,231404;177100;
Sigmoïde;OR;238;0,229612;178800;
Sigmoïde;OR;239;0,227842;179800;
Sigmoïde;OR;240;0,226092;180300;
Sigmoïde;OR;241;0,224362;185000;
Sigmoïde;OR;242;0,222652;181000;
Sigmoïde;OR;243;0,220962;191200;
Sigmoïde;OR;244;0,219291;199200;
Sigmoïde;OR;245;0,217640;190500;
Sigmoïde;OR;246;0,216007;192300;
Sigmoïde;OR;247;0,214393;188000;
Sigmoïde;OR;248;0,212796;185400;
Sigmoïde;OR;249;0,211218;195400;
Sigmoïde;OR;250;0,209658;197500;
Sigmoïde;OR;251;0,208114;191000;
Sigmoïde;OR;252;0,206588;197700;
Sigmoïde;OR;253;0,205079;197600;
Sigmoïde;OR;254;0,203586;215900;
Sigmoïde;OR;255;0,202110;195600;
Sigmoïde;OR;256;0,200649;201700;
Sigmoïde;OR;257;0,199205;209400;
Sigmoïde;OR;258;0,197776;199100;
Sigmoïde;OR;259;0,196363;211800;
Sigmoïde;OR;260;0,194964;205200;
Sigmoïde;OR;261;0,193581;200700;
Sigmoïde;OR;262;0,192213;213200;
Sigmoïde;OR;263;0,190859;206300;
Sigmoïde;OR;264;0,189519;206000;
Sigmoïde;OR;265;0,188193;203400;
Sigmoïde;OR;266;0,186881;207300;
Sigmoïde;OR;267;0,185583;208800;
Sigmoïde;OR;268;0,184299;205900;
Sigmoïde;OR;269;0,183027;223300;
Sigmoïde;OR;270;0,181769;208600;
Sigmoïde;OR;271;0,180524;209700;
Sigmoïde;OR;272;0,179292;203400;
Sigmoïde;OR;273;0,178072;240500;
Sigmoïde;OR;274;0,176865;211200;
Sigmoïde;OR;275;0,175669;208800;
Sigmoïde;OR;276;0,174486;206300;
Sigmoïde;OR;277;0,173315;211400;
Sigmoïde;OR;278;0,172156;212700;
Sigmoïde;OR;279;0,171008;215200;
Sigmoïde;OR;280;0,169871;208800;
Sigmoïde;OR;281;0,168746;213400;
Sigmoïde;OR;282;0,167632;215200;
Sigmoïde;OR;283;0,166529;214700;
Sigmoïde;OR;284;0,165437;211700;
Sigmoïde;OR;285;0,164356;215900;
Sigmoïde;OR;286;0,163285;217600;
Sigmoïde;OR;287;0,162224;234300;
Sigmoïde;OR;288;0,161174;225300;
Sigmoïde;OR;289;0,160134;210700;
Sigmoïde;OR;290;0,159103;225900;
Sigmoïde;OR;291;0,158083;229700;
Sigmoïde;OR;292;0,157073;305400;
Sigmoïde;OR;293;0,156072;222300;
Sigmoïde;OR;294;0,155080;219100;
Sigmoïde;OR;295;0,154098;218000;
Sigmoïde;OR;296;0,153126;234700;
Sigmoïde;OR;297;0,152162;223400;
Sigmoïde;OR;298;0,151207;221900;
Sigmoïde;OR;299;0,150262;224600;
Sigmoïde;OR;300;0,149325;223500;
Sigmoïde;OR;301;0,148397;225100;
Sigmoïde;OR;302;0,147477;223500;
Sigmoïde;OR;303;0,146566;226300;
Sigmoïde;OR;304;0,145663;225300;
Sigmoïde;OR;305;0,144769;233400;
Sigmoïde;OR;306;0,143883;255500;
Sigmoïde;OR;307;0,143004;235800;
Sigmoïde;OR;308;0,142134;233500;
Sigmoïde;OR;309;0,141272;252300;
Sigmoïde;OR;310;0,140417;243000;
Sigmoïde;OR;311;0,139570;231900;
Sigmoïde;OR;312;0,138731;238200;
Sigmoïde;OR;313;0,137899;238900;
Sigmoïde;OR;314;0,137075;238600;
Sigmoïde;OR;315;0,136257;239700;
Sigmoïde;OR;316;0,135448;240000;
Sigmoïde;OR;317;0,134645;245600;
Sigmoïde;OR;318;0,133849;240900;
Sigmoïde;OR;319;0,133061;248400;
Sigmoïde;OR;320;0,132279;245100;
Sigmoïde;OR;321;0,131504;247300;
Sigmoïde;OR;322;0,130736;245500;
Sigmoïde;OR;323;0,129974;263400;
Sigmoïde;OR;324;0,129219;252500;
Sigmoïde;OR;325;0,128471;253900;
Sigmoïde;OR;326;0,127729;265700;
Sigmoïde;OR;327;0,126993;247600;
Sigmoïde;OR;328;0,126264;248700;
Sigmoïde;OR;329;0,125540;250100;
Sigmoïde;OR;330;0,124823;250200;
Sigmoïde;OR;331;0,124112;253400;
Sigmoïde;OR;332;0,123407;258300;
Sigmoïde;OR;333;0,122708;265100;
Sigmoïde;OR;334;0,122015;259300;
Sigmoïde;OR;335;0,121328;251900;
Sigmoïde;OR;336;0,120646;255100;
Sigmoïde;OR;337;0,119970;256000;
Sigmoïde;OR;338;0,119300;259600;
Sigmoïde;OR;339;0,118635;279900;
Sigmoïde;OR;340;0,117976;265500;
Sigmoïde;OR;341;0,117322;259700;
Sigmoïde;OR;342;0,116674;278700;
Sigmoïde;OR;343;0,116031;259700;
Sigmoïde;OR;344;0,115393;261600;
Sigmoïde;OR;345;0,114760;262300;
Sigmoïde;OR;346;0,114133;263000;
Sigmoïde;OR;347;0,113510;266800;
Sigmoïde;OR;348;0,112893;269800;
Sigmoïde;OR;349;0,112280;263200;
Sigmoïde;OR;350;0,111673;266000;
Sigmoïde;OR;351;0,111070;266500;
Sigmoïde;OR;352;0,110472;266100;
Sigmoïde;OR;353;0,109879;272300;
Sigmoïde;OR;354;0,109291;282800;
Sigmoïde;OR;355;0,108707;332400;
Sigmoïde;OR;356;0,108128;282900;
Sigmoïde;OR;357;0,107554;283700;
Sigmoïde;OR;358;0,106984;272300;
Sigmoïde;OR;359;0,106418;271700;
Sigmoïde;OR;360;0,105857;273500;
Sigmoïde;OR;361;0,105301;277800;
Sigmoïde;OR;362;0,104748;275500;
Sigmoïde;OR;363;0,104200;276000;
Sigmoïde;OR;364;0,103656;277400;
Sigmoïde;OR;365;0,103117;276700;
Sigmoïde;OR;366;0,102581;276900;
Sigmoïde;OR;367;0,102050;278500;
Sigmoïde;OR;368;0,101523;288500;
Sigmoïde;OR;369;0,101000;298400;
Sigmoïde;OR;370;0,100480;284500;
Sigmoïde;OR;371;0,099965;291100;
Sigmoïde;OR;372;0,099454;299800;
Sigmoïde;OR;373;0,098946;283300;
Sigmoïde;OR;374;0,098443;284600;
Sigmoïde;OR;375;0,097943;287900;
Sigmoïde;OR;376;0,097447;286200;
Sigmoïde;OR;377;0,096954;285600;
Sigmoïde;OR;378;0,096466;286100;
Sigmoïde;OR;379;0,095981;287400;
Sigmoïde;OR;380;0,095499;287400;
Sigmoïde;OR;381;0,095021;302500;
Sigmoïde;OR;382;0,094547;309400;
Sigmoïde;OR;383;0,094076;299500;
Sigmoïde;OR;384;0,093609;292600;
Sigmoïde;OR;385;0,093145;311900;
Sigmoïde;OR;386;0,092684;293800;
Sigmoïde;OR;387;0,092227;298500;
Sigmoïde;OR;388;0,091774;294800;
Sigmoïde;OR;389;0,091323;295600;
Sigmoïde;OR;390;0,090876;309400;
Sigmoïde;OR;391;0,090432;295900;
Sigmoïde;OR;392;0,089991;296200;
Sigmoïde;OR;393;0,089554;297900;
Sigmoïde;OR;394;0,089119;298400;
Sigmoïde;OR;395;0,088688;298500;
Sigmoïde;OR;396;0,088260;325600;
Sigmoïde;OR;397;0,087835;305000;
Sigmoïde;OR;398;0,087412;301100;
Sigmoïde;OR;399;0,086993;322200;
Sigmoïde;OR;400;0,086577;303000;
Sigmoïde;OR;401;0,086164;304200;
Sigmoïde;OR;402;0,085754;312200;
Sigmoïde;OR;403;0,085346;312700;
Sigmoïde;OR;404;0,084942;306600;
Sigmoïde;OR;405;0,084540;310600;
Sigmoïde;OR;406;0,084141;307100;
Sigmoïde;OR;407;0,083745;310100;
Sigmoïde;OR;408;0,083352;318400;
Sigmoïde;OR;409;0,082961;376200;
Sigmoïde;OR;410;0,082573;353100;
Sigmoïde;OR;411;0,082188;322000;
Sigmoïde;OR;412;0,081806;327300;
Sigmoïde;OR;413;0,081426;312600;
Sigmoïde;OR;414;0,081049;315300;
Sigmoïde;OR;415;0,080674;314400;
Sigmoïde;OR;416;0,080302;315000;
Sigmoïde;OR;417;0,079932;330400;
Sigmoïde;OR;418;0,079565;317100;
Sigmoïde;OR;419;0,079201;321100;
Sigmoïde;OR;420;0,078839;317300;
Sigmoïde;OR;421;0,078479;317900;
Sigmoïde;OR;422;0,078122;321300;
Sigmoïde;OR;423;0,077767;340900;
Sigmoïde;OR;424;0,077414;328000;
Sigmoïde;OR;425;0,077064;324700;
Sigmoïde;OR;426;0,076717;343100;
Sigmoïde;OR;427;0,076371;326100;
Sigmoïde;OR;428;0,076028;323000;
Sigmoïde;OR;429;0,075687;332700;
Sigmoïde;OR;430;0,075349;331800;
Sigmoïde;OR;431;0,075013;326800;
Sigmoïde;OR;432;0,074679;331900;
Sigmoïde;OR;433;0,074347;331400;
Sigmoïde;OR;434;0,074017;328200;
Sigmoïde;OR;435;0,073690;328500;
Sigmoïde;OR;436;0,073364;345400;
Sigmoïde;OR;437;0,073041;343500;
Sigmoïde;OR;438;0,072720;356300;
Sigmoïde;OR;439;0,072401;335900;
Sigmoïde;OR;440;0,072084;333100;
Sigmoïde;OR;441;0,071769;334100;
Sigmoïde;OR;442;0,071456;334800;
Sigmoïde;OR;443;0,071145;340900;
Sigmoïde;OR;444;0,070836;338700;
Sigmoïde;OR;445;0,070529;337300;
Sigmoïde;OR;446;0,070225;336300;
Sigmoïde;OR;447;0,069922;345300;
Sigmoïde;OR;448;0,069621;358600;
Sigmoïde;OR;449;0,069322;340900;
Sigmoïde;OR;450;0,069024;353600;
Sigmoïde;OR;451;0,068729;447800;
Sigmoïde;OR;452;0,068436;341700;
Sigmoïde;OR;453;0,068144;347200;
Sigmoïde;OR;454;0,067854;343600;
Sigmoïde;OR;455;0,067566;345000;
Sigmoïde;OR;456;0,067280;375500;
Sigmoïde;OR;457;0,066996;399700;
Sigmoïde;OR;458;0,066714;577400;
Sigmoïde;OR;459;0,066433;377400;
Sigmoïde;OR;460;0,066154;360400;
Sigmoïde;OR;461;0,065877;359100;
Sigmoïde;OR;462;0,065601;360400;
Sigmoïde;OR;463;0,065327;353400;
Sigmoïde;OR;464;0,065055;354100;
Sigmoïde;OR;465;0,064785;352500;
Sigmoïde;OR;466;0,064516;353100;
Sigmoïde;OR;467;0,064249;358900;
Sigmoïde;OR;468;0,063983;353100;
Sigmoïde;OR;469;0,063719;358500;
Sigmoïde;OR;470;0,063457;360700;
Sigmoïde;OR;471;0,063196;374500;
Sigmoïde;OR;472;0,062937;355500;
Sigmoïde;OR;473;0,062680;370300;
Sigmoïde;OR;474;0,062424;364900;
Sigmoïde;OR;475;0,062169;360100;
Sigmoïde;OR;476;0,061917;361000;
Sigmoïde;OR;477;0,061665;360600;
Sigmoïde;OR;478;0,061416;375300;
Sigmoïde;OR;479;0,061167;363600;
Sigmoïde;OR;480;0,060920;361800;
Sigmoïde;OR;481;0,060675;407400;
Sigmoïde;OR;482;0,060431;379800;
Sigmoïde;OR;483;0,060189;369100;
Sigmoïde;OR;484;0,059948;385200;
Sigmoïde;OR;485;0,059708;364900;
Sigmoïde;OR;486;0,059470;367500;
Sigmoïde;OR;487;0,059233;367900;
Sigmoïde;OR;488;0,058998;374300;
Sigmoïde;OR;489;0,058764;373200;
Sigmoïde;OR;490;0,058531;373000;
Sigmoïde;OR;491;0,058300;373600;
Sigmoïde;OR;492;0,058070;396500;
