Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Sigmoïde;AND;622;33,432100;438800;
Sigmoïde;AND;623;33,432091;448100;
Sigmoïde;AND;624;33,432083;569500;
Sigmoïde;AND;625;33,432074;456500;
Sigmoïde;AND;626;33,432065;441300;
Sigmoïde;AND;627;33,432056;456700;
Sigmoïde;AND;628;33,432048;440800;
Sigmoïde;AND;629;33,432039;453900;
Sigmoïde;AND;630;33,432030;450800;
Sigmoïde;AND;631;33,432022;447000;
Sigmoïde;AND;632;33,432013;454000;
Sigmoïde;AND;633;33,432005;451000;
Sigmoïde;AND;634;33,431996;446700;
Sigmoïde;AND;635;33,431988;447000;
Sigmoïde;AND;636;33,431980;463900;
Sigmoïde;AND;637;33,431971;452100;
Sigmoïde;AND;638;33,431963;451000;
