Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Tanh;AND;339;0,012324;372700;
Tanh;AND;340;0,024254;418200;
Tanh;AND;341;0,043881;382800;
Tanh;AND;342;0,099684;376900;
Tanh;AND;343;0,389937;372400;
Tanh;AND;344;0,709084;379800;
Tanh;AND;345;0,439804;395200;
Tanh;AND;346;0,133292;403700;
Tanh;AND;347;0,083234;373100;
Tanh;AND;348;0,045049;387100;
Tanh;AND;349;0,085350;402800;
Tanh;AND;350;0,123684;383800;
Tanh;AND;351;0,241674;390500;
Tanh;AND;352;0,421324;388100;
Tanh;AND;353;0,463072;398100;
Tanh;AND;354;0,132499;401000;
Tanh;AND;355;0,074866;428900;
Tanh;AND;356;0,074945;453200;
Tanh;AND;357;0,077879;576200;
Tanh;AND;358;0,140947;571100;
Tanh;AND;359;0,450039;597100;
Tanh;AND;360;0,335531;581400;
Tanh;AND;361;0,201732;567600;
Tanh;AND;362;0,229509;588600;
Tanh;AND;363;0,199667;604400;
Tanh;AND;364;0,166082;476400;
Tanh;AND;365;0,246155;510000;
Tanh;AND;366;0,317117;398700;
Tanh;AND;367;0,626529;410200;
Tanh;AND;368;0,214548;413900;
Tanh;AND;369;0,166591;405200;
Tanh;AND;370;0,237783;411200;
Tanh;AND;371;0,218015;414900;
Tanh;AND;372;0,339059;422800;
Tanh;AND;373;0,232970;430300;
Tanh;AND;374;0,460452;408100;
Tanh;AND;375;0,204962;414000;
Tanh;AND;376;0,319497;437100;
Tanh;AND;377;0,253025;417200;
Tanh;AND;378;0,266049;417600;
Tanh;AND;379;0,294729;418500;
Tanh;AND;380;0,372157;419700;
Tanh;AND;381;0,464035;419300;
Tanh;AND;382;0,368699;419000;
Tanh;AND;383;0,319608;421900;
Tanh;AND;384;0,140080;616000;
Tanh;AND;385;0,261303;622100;
Tanh;AND;386;0,187799;628800;
Tanh;AND;387;0,448580;618900;
Tanh;AND;388;0,366250;422100;
Tanh;AND;389;0,377353;432800;
Tanh;AND;390;0,179423;417700;
Tanh;AND;391;0,160488;593700;
Tanh;AND;392;0,357434;579000;
Tanh;AND;393;0,254797;445300;
Tanh;AND;394;0,338401;618200;
Tanh;AND;395;0,339709;533200;
Tanh;AND;396;0,359668;852800;
Tanh;AND;397;0,293612;568200;
Tanh;AND;398;0,168575;450100;
Tanh;AND;399;0,176775;444900;
Tanh;AND;400;0,316164;475500;
Tanh;AND;401;0,194855;444300;
Tanh;AND;402;0,190696;437300;
Tanh;AND;403;0,176198;445800;
Tanh;AND;404;0,152519;454000;
Tanh;AND;405;0,163101;444200;
Tanh;AND;406;0,316051;447200;
Tanh;AND;407;0,194244;486200;
Tanh;AND;408;0,251079;449800;
Tanh;AND;409;0,289991;450400;
Tanh;AND;410;0,333133;456700;
Tanh;AND;411;0,206498;450800;
Tanh;AND;412;0,329336;454300;
Tanh;AND;413;0,321879;450800;
Tanh;AND;414;0,366758;461400;
Tanh;AND;415;0,301843;444400;
Tanh;AND;416;0,302461;461100;
Tanh;AND;417;0,265709;466000;
Tanh;AND;418;0,341695;457100;
Tanh;AND;419;0,346087;461900;
Tanh;AND;420;0,182398;460200;
Tanh;AND;421;0,178149;457600;
Tanh;AND;422;0,173146;462200;
Tanh;AND;423;0,293602;492600;
Tanh;AND;424;0,324959;554400;
Tanh;AND;425;0,163788;474100;
Tanh;AND;426;0,362459;463500;
Tanh;AND;427;0,362845;478600;
Tanh;AND;428;0,173122;472100;
Tanh;AND;429;0,301867;657000;
Tanh;AND;430;0,227115;577200;
Tanh;AND;431;0,228032;481400;
Tanh;AND;432;0,168052;492300;
Tanh;AND;433;0,246148;707700;
Tanh;AND;434;0,225520;714800;
Tanh;AND;435;0,289818;725500;
Tanh;AND;436;0,162548;722000;
Tanh;AND;437;0,322101;672400;
Tanh;AND;438;0,326664;490700;
Tanh;AND;439;0,165846;493200;
Tanh;AND;440;0,302447;507500;
Tanh;AND;441;0,241623;485100;
Tanh;AND;442;0,207042;686800;
Tanh;AND;443;0,159437;523400;
Tanh;AND;444;0,184221;507200;
Tanh;AND;445;0,268458;497500;
