Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Tanh;XOR;167;0,031059;198000;
Tanh;XOR;168;0,030648;196200;
Tanh;XOR;169;0,030246;192700;
Tanh;XOR;170;0,029852;196400;
Tanh;XOR;171;0,029465;203100;
Tanh;XOR;172;0,029086;199800;
Tanh;XOR;173;0,028714;236200;
Tanh;XOR;174;0,028349;217100;
Tanh;XOR;175;0,027991;202100;
Tanh;XOR;176;0,027639;200200;
Tanh;XOR;177;0,027295;204800;
Tanh;XOR;178;0,026956;207600;
Tanh;XOR;179;0,026624;203500;
Tanh;XOR;180;0,026298;208000;
Tanh;XOR;181;0,025978;209800;
Tanh;XOR;182;0,025663;210400;
Tanh;XOR;183;0,025355;207900;
Tanh;XOR;184;0,025051;214900;
Tanh;XOR;185;0,024753;213300;
Tanh;XOR;186;0,024461;214900;
Tanh;XOR;187;0,024173;215100;
Tanh;XOR;188;0,023891;222800;
Tanh;XOR;189;0,023613;217900;
Tanh;XOR;190;0,023341;219000;
Tanh;XOR;191;0,023073;227700;
Tanh;XOR;192;0,022809;225000;
Tanh;XOR;193;0,022550;224700;
Tanh;XOR;194;0,022295;223900;
Tanh;XOR;195;0,022045;227900;
Tanh;XOR;196;0,021799;238700;
Tanh;XOR;197;0,021557;227400;
Tanh;XOR;198;0,021318;228400;
Tanh;XOR;199;0,021084;229600;
Tanh;XOR;200;0,020854;227000;
Tanh;XOR;201;0,020627;234400;
Tanh;XOR;202;0,020404;233000;
Tanh;XOR;203;0,020185;233900;
Tanh;XOR;204;0,019969;245600;
Tanh;XOR;205;0,019756;239100;
Tanh;XOR;206;0,019547;244700;
Tanh;XOR;207;0,019341;244900;
Tanh;XOR;208;0,019138;243500;
Tanh;XOR;209;0,018939;240600;
Tanh;XOR;210;0,018742;244200;
Tanh;XOR;211;0,018549;239600;
Tanh;XOR;212;0,018359;247100;
Tanh;XOR;213;0,018171;257800;
Tanh;XOR;214;0,017986;250600;
Tanh;XOR;215;0,017804;247700;
Tanh;XOR;216;0,017625;255300;
Tanh;XOR;217;0,017449;252800;
Tanh;XOR;218;0,017275;259800;
Tanh;XOR;219;0,017104;250100;
Tanh;XOR;220;0,016935;253900;
Tanh;XOR;221;0,016768;254500;
Tanh;XOR;222;0,016605;255500;
Tanh;XOR;223;0,016443;257000;
Tanh;XOR;224;0,016284;258000;
Tanh;XOR;225;0,016127;261300;
Tanh;XOR;226;0,015972;260100;
Tanh;XOR;227;0,015820;261100;
Tanh;XOR;228;0,015670;259500;
Tanh;XOR;229;0,015521;264100;
Tanh;XOR;230;0,015375;264200;
Tanh;XOR;231;0,015231;265900;
Tanh;XOR;232;0,015089;280000;
Tanh;XOR;233;0,014949;270400;
Tanh;XOR;234;0,014811;269600;
Tanh;XOR;235;0,014675;278100;
Tanh;XOR;236;0,014540;273000;
Tanh;XOR;237;0,014408;272700;
Tanh;XOR;238;0,014277;274300;
Tanh;XOR;239;0,014148;275000;
Tanh;XOR;240;0,014021;279500;
Tanh;XOR;241;0,013895;345700;
Tanh;XOR;242;0,013771;286400;
Tanh;XOR;243;0,013649;278800;
Tanh;XOR;244;0,013528;285800;
Tanh;XOR;245;0,013409;294900;
Tanh;XOR;246;0,013291;277000;
Tanh;XOR;247;0,013175;282900;
Tanh;XOR;248;0,013061;278600;
Tanh;XOR;249;0,012948;290400;
Tanh;XOR;250;0,012836;296200;
Tanh;XOR;251;0,012726;284900;
Tanh;XOR;252;0,012617;286100;
Tanh;XOR;253;0,012510;296200;
Tanh;XOR;254;0,012404;294000;
Tanh;XOR;255;0,012299;288500;
Tanh;XOR;256;0,012196;289200;
Tanh;XOR;257;0,012094;290400;
Tanh;XOR;258;0,011993;290200;
Tanh;XOR;259;0,011893;291200;
Tanh;XOR;260;0,011795;296400;
Tanh;XOR;261;0,011698;301200;
Tanh;XOR;262;0,011602;300400;
Tanh;XOR;263;0,011507;295500;
Tanh;XOR;264;0,011414;296000;
Tanh;XOR;265;0,011321;297400;
Tanh;XOR;266;0,011230;302500;
Tanh;XOR;267;0,011139;324400;
Tanh;XOR;268;0,011050;306400;
Tanh;XOR;269;0,010962;306500;
Tanh;XOR;270;0,010875;319100;
Tanh;XOR;271;0,010789;309300;
Tanh;XOR;272;0,010704;312000;
Tanh;XOR;273;0,010620;307100;
Tanh;XOR;274;0,010537;311000;
Tanh;XOR;275;0,010454;314000;
Tanh;XOR;276;0,010373;309500;
Tanh;XOR;277;0,010293;314100;
Tanh;XOR;278;0,010214;324700;
Tanh;XOR;279;0,010135;321900;
Tanh;XOR;280;0,010058;320500;
Tanh;XOR;281;0,009981;343100;
Tanh;XOR;282;0,009905;323900;
Tanh;XOR;283;0,009830;334500;
Tanh;XOR;284;0,009756;319100;
Tanh;XOR;285;0,009683;319500;
Tanh;XOR;286;0,009611;338300;
Tanh;XOR;287;0,009539;335900;
Tanh;XOR;288;0,009468;359900;
Tanh;XOR;289;0,009398;337000;
Tanh;XOR;290;0,009329;330100;
Tanh;XOR;291;0,009260;326500;
Tanh;XOR;292;0,009192;373200;
Tanh;XOR;293;0,009125;354200;
Tanh;XOR;294;0,009059;330800;
Tanh;XOR;295;0,008993;335400;
Tanh;XOR;296;0,008928;335600;
Tanh;XOR;297;0,008864;336700;
Tanh;XOR;298;0,008801;346700;
Tanh;XOR;299;0,008738;369500;
Tanh;XOR;300;0,008676;355200;
Tanh;XOR;301;0,008614;343400;
Tanh;XOR;302;0,008553;357500;
Tanh;XOR;303;0,008493;349400;
Tanh;XOR;304;0,008433;340900;
Tanh;XOR;305;0,008374;342400;
Tanh;XOR;306;0,008316;351800;
Tanh;XOR;307;0,008258;347800;
Tanh;XOR;308;0,008201;345200;
Tanh;XOR;309;0,008144;346700;
Tanh;XOR;310;0,008088;347700;
Tanh;XOR;311;0,008033;358100;
Tanh;XOR;312;0,007978;372600;
Tanh;XOR;313;0,007924;372400;
Tanh;XOR;314;0,007870;362700;
Tanh;XOR;315;0,007817;376500;
Tanh;XOR;316;0,007764;354000;
Tanh;XOR;317;0,007712;370000;
Tanh;XOR;318;0,007660;361000;
Tanh;XOR;319;0,007609;374900;
Tanh;XOR;320;0,007558;362000;
Tanh;XOR;321;0,007508;360100;
Tanh;XOR;322;0,007459;365000;
Tanh;XOR;323;0,007409;365300;
Tanh;XOR;324;0,007361;363500;
Tanh;XOR;325;0,007313;367000;
Tanh;XOR;326;0,007265;382600;
Tanh;XOR;327;0,007218;368500;
Tanh;XOR;328;0,007171;379100;
Tanh;XOR;329;0,007124;396300;
Tanh;XOR;330;0,007078;369300;
Tanh;XOR;331;0,007033;398100;
Tanh;XOR;332;0,006988;437900;
Tanh;XOR;333;0,006943;388500;
Tanh;XOR;334;0,006899;383400;
Tanh;XOR;335;0,006855;387200;
Tanh;XOR;336;0,006812;442100;
Tanh;XOR;337;0,006769;393600;
Tanh;XOR;338;0,006726;387300;
Tanh;XOR;339;0,006684;388700;
Tanh;XOR;340;0,006643;392500;
Tanh;XOR;341;0,006601;410200;
Tanh;XOR;342;0,006560;453800;
Tanh;XOR;343;0,006520;400000;
Tanh;XOR;344;0,006479;397600;
Tanh;XOR;345;0,006439;406300;
Tanh;XOR;346;0,006400;389100;
Tanh;XOR;347;0,006361;391600;
Tanh;XOR;348;0,006322;389400;
Tanh;XOR;349;0,006284;390600;
Tanh;XOR;350;0,006245;402300;
Tanh;XOR;351;0,006208;396100;
Tanh;XOR;352;0,006170;397000;
Tanh;XOR;353;0,006133;403000;
Tanh;XOR;354;0,006096;396000;
Tanh;XOR;355;0,006060;412500;
Tanh;XOR;356;0,006024;405100;
Tanh;XOR;357;0,005988;402400;
Tanh;XOR;358;0,005953;413300;
Tanh;XOR;359;0,005917;407200;
Tanh;XOR;360;0,005883;403400;
Tanh;XOR;361;0,005848;403500;
Tanh;XOR;362;0,005814;419100;
Tanh;XOR;363;0,005780;410200;
Tanh;XOR;364;0,005746;430100;
Tanh;XOR;365;0,005713;418000;
Tanh;XOR;366;0,005680;414500;
Tanh;XOR;367;0,005647;421600;
Tanh;XOR;368;0,005615;431200;
Tanh;XOR;369;0,005582;423200;
Tanh;XOR;370;0,005550;440000;
Tanh;XOR;371;0,005519;417600;
Tanh;XOR;372;0,005487;425000;
Tanh;XOR;373;0,005456;441100;
Tanh;XOR;374;0,005425;422000;
Tanh;XOR;375;0,005395;521600;
Tanh;XOR;376;0,005364;427300;
Tanh;XOR;377;0,005334;422100;
Tanh;XOR;378;0,005304;427000;
Tanh;XOR;379;0,005275;424400;
Tanh;XOR;380;0,005245;437300;
Tanh;XOR;381;0,005216;438800;
Tanh;XOR;382;0,005187;431300;
Tanh;XOR;383;0,005159;442200;
Tanh;XOR;384;0,005130;432600;
Tanh;XOR;385;0,005102;433500;
Tanh;XOR;386;0,005074;436300;
Tanh;XOR;387;0,005046;435800;
Tanh;XOR;388;0,005019;434300;
Tanh;XOR;389;0,004991;438900;
Tanh;XOR;390;0,004964;512000;
Tanh;XOR;391;0,004938;440900;
Tanh;XOR;392;0,004911;460800;
Tanh;XOR;393;0,004885;461800;
Tanh;XOR;394;0,004858;492600;
Tanh;XOR;395;0,004832;455900;
Tanh;XOR;396;0,004807;454000;
Tanh;XOR;397;0,004781;456500;
Tanh;XOR;398;0,004756;448000;
Tanh;XOR;399;0,004730;450600;
Tanh;XOR;400;0,004705;446700;
Tanh;XOR;401;0,004681;451000;
Tanh;XOR;402;0,004656;452400;
Tanh;XOR;403;0,004632;453200;
Tanh;XOR;404;0,004607;476600;
Tanh;XOR;405;0,004583;474500;
Tanh;XOR;406;0,004560;484400;
Tanh;XOR;407;0,004536;481900;
Tanh;XOR;408;0,004512;457400;
Tanh;XOR;409;0,004489;460000;
Tanh;XOR;410;0,004466;519600;
Tanh;XOR;411;0,004443;469900;
Tanh;XOR;412;0,004420;464200;
Tanh;XOR;413;0,004398;470100;
Tanh;XOR;414;0,004375;463000;
Tanh;XOR;415;0,004353;492300;
Tanh;XOR;416;0,004331;472800;
Tanh;XOR;417;0,004309;465800;
Tanh;XOR;418;0,004287;477800;
Tanh;XOR;419;0,004266;474600;
Tanh;XOR;420;0,004244;466400;
Tanh;XOR;421;0,004223;469400;
Tanh;XOR;422;0,004202;463300;
Tanh;XOR;423;0,004181;465500;
Tanh;XOR;424;0,004160;465200;
Tanh;XOR;425;0,004140;466600;
Tanh;XOR;426;0,004119;465100;
Tanh;XOR;427;0,004099;471700;
Tanh;XOR;428;0,004078;470000;
Tanh;XOR;429;0,004058;470900;
Tanh;XOR;430;0,004039;470100;
Tanh;XOR;431;0,004019;474600;
Tanh;XOR;432;0,003999;521400;
Tanh;XOR;433;0,003980;496000;
Tanh;XOR;434;0,003960;483300;
Tanh;XOR;435;0,003941;477400;
Tanh;XOR;436;0,003922;478700;
Tanh;XOR;437;0,003903;477000;
Tanh;XOR;438;0,003884;481200;
Tanh;XOR;439;0,003866;503200;
Tanh;XOR;440;0,003847;478700;
Tanh;XOR;441;0,003829;504600;
Tanh;XOR;442;0,003811;480200;
Tanh;XOR;443;0,003793;566000;
Tanh;XOR;444;0,003775;481000;
Tanh;XOR;445;0,003757;493700;
Tanh;XOR;446;0,003739;483100;
Tanh;XOR;447;0,003721;477000;
Tanh;XOR;448;0,003704;480500;
Tanh;XOR;449;0,003687;485500;
Tanh;XOR;450;0,003669;491000;
Tanh;XOR;451;0,003652;494900;
Tanh;XOR;452;0,003635;481700;
Tanh;XOR;453;0,003618;489500;
Tanh;XOR;454;0,003601;487300;
Tanh;XOR;455;0,003585;498800;
Tanh;XOR;456;0,003568;511900;
Tanh;XOR;457;0,003552;490300;
Tanh;XOR;458;0,003536;503300;
Tanh;XOR;459;0,003519;492300;
Tanh;XOR;460;0,003503;494300;
Tanh;XOR;461;0,003487;497000;
Tanh;XOR;462;0,003471;514700;
Tanh;XOR;463;0,003456;515300;
Tanh;XOR;464;0,003440;499700;
Tanh;XOR;465;0,003424;509700;
Tanh;XOR;466;0,003409;500400;
Tanh;XOR;467;0,003394;512500;
Tanh;XOR;468;0,003378;510000;
Tanh;XOR;469;0,003363;504600;
Tanh;XOR;470;0,003348;506400;
Tanh;XOR;471;0,003333;505300;
Tanh;XOR;472;0,003318;509100;
Tanh;XOR;473;0,003304;561200;
Tanh;XOR;474;0,003289;509600;
Tanh;XOR;475;0,003274;1097500;
Tanh;XOR;476;0,003260;691600;
Tanh;XOR;477;0,003245;518000;
Tanh;XOR;478;0,003231;547900;
Tanh;XOR;479;0,003217;542500;
Tanh;XOR;480;0,003203;519800;
Tanh;XOR;481;0,003189;520700;
Tanh;XOR;482;0,003175;517300;
Tanh;XOR;483;0,003161;524100;
Tanh;XOR;484;0,003148;522900;
Tanh;XOR;485;0,003134;533400;
Tanh;XOR;486;0,003120;518200;
Tanh;XOR;487;0,003107;565000;
Tanh;XOR;488;0,003093;547900;
Tanh;XOR;489;0,003080;524800;
Tanh;XOR;490;0,003067;525300;
Tanh;XOR;491;0,003054;529600;
Tanh;XOR;492;0,003041;527600;
Tanh;XOR;493;0,003028;528500;
Tanh;XOR;494;0,003015;529900;
Tanh;XOR;495;0,003002;532200;
Tanh;XOR;496;0,002990;567700;
Tanh;XOR;497;0,002977;534200;
Tanh;XOR;498;0,002964;537800;
Tanh;XOR;499;0,002952;561500;
Tanh;XOR;500;0,002939;536500;
Tanh;XOR;501;0,002927;538000;
