Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes)
Tanh;AND;772;0,095981;793600
Tanh;AND;773;0,101496;795201
Tanh;AND;774;0,180709;800699
Tanh;AND;775;0,204284;801900
Tanh;AND;776;0,151674;815599
Tanh;AND;777;0,172807;818201
Tanh;AND;778;0,152651;837699
Tanh;AND;779;0,199173;833101
Tanh;AND;780;0,145603;816600
Tanh;AND;781;0,160759;822499
Tanh;AND;782;0,169257;828800
Tanh;AND;783;0,200302;825701
Tanh;AND;784;0,196134;826299
Tanh;AND;785;0,095976;826801
Tanh;AND;786;0,094879;828000
Tanh;AND;787;0,093817;829400
Tanh;AND;788;0,156616;829600
Tanh;AND;789;0,177507;831700
Tanh;AND;790;0,095493;834700
Tanh;AND;791;0,184383;837700
Tanh;AND;792;0,173739;840700
Tanh;AND;793;0,094594;842101
Tanh;AND;794;0,107363;840600
Tanh;AND;795;0,094723;841600
Tanh;AND;796;0,194567;884400
Tanh;AND;797;0,153033;846200
Tanh;AND;798;0,20054;877800
Tanh;AND;799;0,094297;846600
Tanh;AND;800;0,093731;847100
Tanh;AND;801;0,162177;842600
Tanh;AND;802;0,094151;846000
Tanh;AND;803;0,093637;848700
Tanh;AND;804;0,186327;861000
Tanh;AND;805;0,0924;890100
Tanh;AND;806;0,143322;875601
Tanh;AND;807;0,145451;857400
Tanh;AND;808;0,190294;850599
Tanh;AND;809;0,121885;856600
Tanh;AND;810;0,177755;851200
Tanh;AND;811;0,156757;865800
Tanh;AND;812;0,189618;856000
Tanh;AND;813;0,138697;856600
Tanh;AND;814;0,148451;865499
Tanh;AND;815;0,17141;859300
Tanh;AND;816;0,187285;1042000
Tanh;AND;817;0,195798;1241700
Tanh;AND;818;0,091895;1020600
Tanh;AND;819;0,094922;841500
Tanh;AND;820;0,091147;847901
Tanh;AND;821;0,184365;848100
Tanh;AND;822;0,193884;845799
Tanh;AND;823;0,099859;856200
Tanh;AND;824;0,194438;868300
Tanh;AND;825;0,194402;867700
Tanh;AND;826;0,088795;874501
Tanh;AND;827;0,177485;869500
Tanh;AND;828;0,140626;887600
Tanh;AND;829;0,119738;875399
Tanh;AND;830;0,09065;882401
Tanh;AND;831;0,13528;876000
Tanh;AND;832;0,108374;879000
Tanh;AND;833;0,142026;948599
Tanh;AND;834;0,089023;896100
Tanh;AND;835;0,162917;877099
Tanh;AND;836;0,158635;864300
Tanh;AND;837;0,090375;1018500
Tanh;AND;838;0,107237;864899
Tanh;AND;839;0,089014;888800
Tanh;AND;840;0,178373;893099
Tanh;AND;841;0,118951;886800
Tanh;AND;842;0,181948;887200
Tanh;AND;843;0,089444;890199
Tanh;AND;844;0,08721;893201
Tanh;AND;845;0,099188;890100
Tanh;AND;846;0,100896;891300
Tanh;AND;847;0,095128;896901
Tanh;AND;848;0,115203;873600
Tanh;AND;849;0,088808;901100
Tanh;AND;850;0,088348;911800
Tanh;AND;851;0,187316;902000
Tanh;AND;852;0,164769;912699
Tanh;AND;853;0,187656;901500
Tanh;AND;854;0,088421;979200
Tanh;AND;855;0,088075;929200
Tanh;AND;856;0,145377;1014899
Tanh;AND;857;0,087944;901900
Tanh;AND;858;0,087773;902599
Tanh;AND;859;0,153083;1015200
Tanh;AND;860;0,0872;891000
Tanh;AND;861;0,08686;891300
Tanh;AND;862;0,176517;890500
Tanh;AND;863;0,179663;946801
Tanh;AND;864;0,175245;909700
Tanh;AND;865;0,090331;911901
Tanh;AND;866;0,087635;899801
Tanh;AND;867;0,165676;921100
Tanh;AND;868;0,087108;907199
Tanh;AND;869;0,08691;947600
Tanh;AND;870;0,168225;918199
Tanh;AND;871;0,087142;929401
Tanh;AND;872;0,103498;1021800
Tanh;AND;873;0,165222;924500
Tanh;AND;874;0,181896;928900
Tanh;AND;875;0,162652;928001
Tanh;AND;876;0,107457;929000
Tanh;AND;877;0,08591;928901
Tanh;AND;878;0,171036;901700
Tanh;AND;879;0,08466;918399
Tanh;AND;880;0,084975;908799
Tanh;AND;881;0,170052;1088701
Tanh;AND;882;0,085816;929399
Tanh;AND;883;0,108315;933701
Tanh;AND;884;0,160387;992600
Tanh;AND;885;0,181472;954000
Tanh;AND;886;0,159598;931700
Tanh;AND;887;0,106162;936000
Tanh;AND;888;0,084968;935301
Tanh;AND;889;0,16716;926500
Tanh;AND;890;0,083951;933300
Tanh;AND;891;0,083967;933699
Tanh;AND;892;0,165022;921600
Tanh;AND;893;0,084749;922201
Tanh;AND;894;0,097225;944500
Tanh;AND;895;0,163574;919901
Tanh;AND;896;0,177475;918401
Tanh;AND;897;0,166069;921800
Tanh;AND;898;0,089045;923800
Tanh;AND;899;0,084604;924500
Tanh;AND;900;0,155815;941200
Tanh;AND;901;0,084476;1234700
Tanh;AND;902;0,084046;990400
Tanh;AND;903;0,151051;959599
Tanh;AND;904;0,08336;953999
Tanh;AND;905;0,083325;937299
Tanh;AND;906;0,171932;933000
Tanh;AND;907;0,165792;939000
Tanh;AND;908;0,174481;935100
Tanh;AND;909;0,083692;1005800
Tanh;AND;910;0,083147;972100
Tanh;AND;911;0,13094;966699
Tanh;AND;912;0,081562;964800
Tanh;AND;913;0,080981;970400
Tanh;AND;914;0,120702;967300
Tanh;AND;915;0,083271;967799
Tanh;AND;916;0,08248;975600
Tanh;AND;917;0,175922;1025200
Tanh;AND;918;0,139941;989099
Tanh;AND;919;0,173559;972000
Tanh;AND;920;0,082296;982400
Tanh;AND;921;0,080987;1003100
Tanh;AND;922;0,084968;998700
Tanh;AND;923;0,10821;998500
Tanh;AND;924;0,112784;997600
Tanh;AND;925;0,081603;1028301
Tanh;AND;926;0,08175;994600
Tanh;AND;927;0,081411;980100
Tanh;AND;928;0,158722;980300
Tanh;AND;929;0,088895;984399
Tanh;AND;930;0,151824;993800
Tanh;AND;931;0,078629;1013900
Tanh;AND;932;0,114625;1020399
Tanh;AND;933;0,080652;1041601
Tanh;AND;934;0,152856;1005600
Tanh;AND;935;0,155929;991200
Tanh;AND;936;0,081314;1002800
Tanh;AND;937;0,138657;1015999
Tanh;AND;938;0,110749;1020601
Tanh;AND;939;0,108733;1031801
Tanh;AND;940;0,079599;1006700
Tanh;AND;941;0,095083;1008500
Tanh;AND;942;0,132559;993899
Tanh;AND;943;0,161195;996700
Tanh;AND;944;0,077339;1005999
Tanh;AND;945;0,171115;1002700
Tanh;AND;946;0,169271;1012700
Tanh;AND;947;0,091729;1004400
Tanh;AND;948;0,168762;1036501
Tanh;AND;949;0,16143;1008200
Tanh;AND;950;0,079805;1015599
Tanh;AND;951;0,08029;1007600
Tanh;AND;952;0,079068;1011300
Tanh;AND;953;0,168853;1010900
Tanh;AND;954;0,165155;1018799
Tanh;AND;955;0,14204;1030001
Tanh;AND;956;0,136576;1034700
Tanh;AND;957;0,13041;1030801
Tanh;AND;958;0,155013;1037000
Tanh;AND;959;0,146329;1031600
Tanh;AND;960;0,161368;1025000
Tanh;AND;961;0,080657;1032900
Tanh;AND;962;0,152262;1024201
Tanh;AND;963;0,097571;1032699
Tanh;AND;964;0,143948;1053000
Tanh;AND;965;0,105941;1034101
Tanh;AND;966;0,16589;1033400
Tanh;AND;967;0,079132;1039799
Tanh;AND;968;0,078693;1032000
Tanh;AND;969;0,160238;1045200
Tanh;AND;970;0,078121;1046100
Tanh;AND;971;0,0915;1054900
Tanh;AND;972;0,154593;1054300
Tanh;AND;973;0,159629;1054299
Tanh;AND;974;0,161972;1053299
Tanh;AND;975;0,07844;1052100
Tanh;AND;976;0,078265;1047099
Tanh;AND;977;0,111478;1051299
Tanh;AND;978;0,075366;1048300
Tanh;AND;979;0,085565;1086699
Tanh;AND;980;0,082784;1054301
Tanh;AND;981;0,074878;1192100
Tanh;AND;982;0,077766;1053901
Tanh;AND;983;0,151523;1061001
Tanh;AND;984;0,082351;1045900
Tanh;AND;985;0,139613;1043800
Tanh;AND;986;0,07646;1050801
Tanh;AND;987;0,122587;1043900
Tanh;AND;988;0,077122;1045300
Tanh;AND;989;0,156349;1054700
Tanh;AND;990;0,160331;1049801
Tanh;AND;991;0,076079;1045400
Tanh;AND;992;0,154193;1051199
Tanh;AND;993;0,13876;1058100
Tanh;AND;994;0,076612;1071000
Tanh;AND;995;0,075251;1072200
Tanh;AND;996;0,076689;1068500
Tanh;AND;997;0,157527;1069000
Tanh;AND;998;0,160202;1076700
Tanh;AND;999;0,130314;1080800
Tanh;AND;1000;0,134969;1193900
