Algo;Problème;Seed;N;K;Cout;Temps;
ucs;dum;100;1000;2;1172,894527;36944;
ucs;dum;100;1000;4;1172,894527;35228;
ucs;dum;100;1000;6;1172,894527;36661;
ucs;dum;100;1000;8;1172,894527;36413;
ucs;dum;100;1000;10;1172,894527;36594;
ucs;dum;100;1000;12;1172,894527;35112;
ucs;dum;100;1000;14;1172,894527;35320;
ucs;dum;100;1000;16;1172,894527;35928;
ucs;dum;100;1000;18;1172,894527;42579;
ucs;dum;100;1000;20;1172,894527;44272;
