Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;XOR;191;50,000000;176400;
Sigmoïde;XOR;192;50,000000;177600;
Sigmoïde;XOR;193;50,000000;178500;
Sigmoïde;XOR;194;50,000000;178700;
Sigmoïde;XOR;195;50,000000;180600;
Sigmoïde;XOR;196;50,000000;182500;
Sigmoïde;XOR;197;50,000000;442500;
Sigmoïde;XOR;198;50,000000;183200;
Sigmoïde;XOR;199;50,000000;183800;
Sigmoïde;XOR;200;50,000000;186600;
Sigmoïde;XOR;201;50,000000;188100;
Sigmoïde;XOR;202;50,000000;188200;
Sigmoïde;XOR;203;50,000000;188800;
Sigmoïde;XOR;204;50,000000;190800;
Sigmoïde;XOR;205;50,000000;191200;
Sigmoïde;XOR;206;50,000000;192000;
Sigmoïde;XOR;207;50,000000;195900;
Sigmoïde;XOR;208;50,000000;192200;
Sigmoïde;XOR;209;50,000000;194900;
Sigmoïde;XOR;210;50,000000;196800;
Sigmoïde;XOR;211;50,000000;196100;
Sigmoïde;XOR;212;50,000000;197400;
Sigmoïde;XOR;213;50,000000;198400;
Sigmoïde;XOR;214;50,000000;312500;
Sigmoïde;XOR;215;50,000000;362700;
Sigmoïde;XOR;216;50,000000;488400;
Sigmoïde;XOR;217;50,000000;296000;
Sigmoïde;XOR;218;50,000000;202100;
Sigmoïde;XOR;219;50,000000;202700;
Sigmoïde;XOR;220;50,000000;202600;
Sigmoïde;XOR;221;50,000000;203900;
Sigmoïde;XOR;222;50,000000;204400;
Sigmoïde;XOR;223;50,000000;210900;
Sigmoïde;XOR;224;50,000000;208800;
Sigmoïde;XOR;225;50,000000;209100;
Sigmoïde;XOR;226;50,000000;211000;
Sigmoïde;XOR;227;50,000000;212100;
Sigmoïde;XOR;228;50,000000;213900;
Sigmoïde;XOR;229;50,000000;213300;
Sigmoïde;XOR;230;50,000000;213900;
Sigmoïde;XOR;231;50,000000;215300;
Sigmoïde;XOR;232;50,000000;216500;
Sigmoïde;XOR;233;50,000000;221700;
Sigmoïde;XOR;234;50,000000;285500;
Sigmoïde;XOR;235;50,000000;219300;
Sigmoïde;XOR;236;50,000000;223300;
Sigmoïde;XOR;237;50,000000;219300;
Sigmoïde;XOR;238;50,000000;223300;
Sigmoïde;XOR;239;50,000000;222800;
Sigmoïde;XOR;240;50,000000;223500;
Sigmoïde;XOR;241;50,000000;227800;
Sigmoïde;XOR;242;25,000000;225100;
Sigmoïde;XOR;243;25,000000;243800;
Sigmoïde;XOR;244;50,000000;225100;
