Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;OR;240;100,000000;275700;
Sigmoïde;OR;241;100,000000;240300;
Sigmoïde;OR;242;100,000000;244600;
Sigmoïde;OR;243;100,000000;241600;
Sigmoïde;OR;244;100,000000;242100;
Sigmoïde;OR;245;100,000000;294600;
Sigmoïde;OR;246;100,000000;280600;
Sigmoïde;OR;247;100,000000;244500;
Sigmoïde;OR;248;100,000000;315000;
Sigmoïde;OR;249;100,000000;241400;
Sigmoïde;OR;250;100,000000;241700;
Sigmoïde;OR;251;100,000000;242200;
Sigmoïde;OR;252;100,000000;245100;
Sigmoïde;OR;253;100,000000;245600;
Sigmoïde;OR;254;100,000000;245700;
Sigmoïde;OR;255;100,000000;251500;
Sigmoïde;OR;256;100,000000;247500;
Sigmoïde;OR;257;100,000000;249400;
Sigmoïde;OR;258;100,000000;249900;
Sigmoïde;OR;259;100,000000;251100;
Sigmoïde;OR;260;100,000000;251400;
Sigmoïde;OR;261;100,000000;253900;
Sigmoïde;OR;262;100,000000;253400;
Sigmoïde;OR;263;100,000000;259900;
Sigmoïde;OR;264;100,000000;255300;
Sigmoïde;OR;265;100,000000;257100;
Sigmoïde;OR;266;100,000000;256600;
Sigmoïde;OR;267;100,000000;257900;
Sigmoïde;OR;268;100,000000;259900;
Sigmoïde;OR;269;100,000000;261300;
Sigmoïde;OR;270;100,000000;260400;
Sigmoïde;OR;271;100,000000;267500;
Sigmoïde;OR;272;100,000000;264500;
Sigmoïde;OR;273;100,000000;268000;
Sigmoïde;OR;274;100,000000;267100;
Sigmoïde;OR;275;100,000000;267500;
Sigmoïde;OR;276;100,000000;269000;
Sigmoïde;OR;277;100,000000;275400;
Sigmoïde;OR;278;100,000000;269800;
Sigmoïde;OR;279;100,000000;271100;
Sigmoïde;OR;280;100,000000;271700;
Sigmoïde;OR;281;100,000000;272500;
Sigmoïde;OR;282;100,000000;273700;
Sigmoïde;OR;283;100,000000;274700;
